658.00000000	0.00041309
658.03125000	0.00041575
658.06250000	0.00041270
658.09375000	0.00041297
658.12500000	0.00041332
658.15625000	0.00041258
658.18750000	0.00041126
658.21875000	0.00040979
658.25000000	0.00041154
658.28125000	0.00041483
658.31250000	0.00041375
658.34375000	0.00041479
658.37500000	0.00041328
658.40625000	0.00041505
658.43750000	0.00041446
658.46875000	0.00041358
658.50000000	0.00041215
658.53125000	0.00041322
658.56250000	0.00041065
658.59375000	0.00041021
658.62500000	0.00041117
658.65625000	0.00041367
658.68750000	0.00041727
658.71875000	0.00041678
658.75000000	0.00041490
658.78125000	0.00041588
658.81250000	0.00041917
658.84375000	0.00041670
658.87500000	0.00041535
658.90625000	0.00041277
658.93750000	0.00041283
658.96875000	0.00041479
659.00000000	0.00041469
659.03125000	0.00041160
659.06250000	0.00041635
659.09375000	0.00041633
659.12500000	0.00041611
659.15625000	0.00041379
659.18750000	0.00041409
659.21875000	0.00041497
659.25000000	0.00041633
659.28125000	0.00041260
659.31250000	0.00041493
659.34375000	0.00041886
659.37500000	0.00041740
659.40625000	0.00041436
659.43750000	0.00041501
659.46875000	0.00041690
659.50000000	0.00041966
659.53125000	0.00041723
659.56250000	0.00041442
659.59375000	0.00041662
659.62500000	0.00041614
659.65625000	0.00041849
659.68750000	0.00041580
659.71875000	0.00041849
659.75000000	0.00041968
659.78125000	0.00041851
659.81250000	0.00042121
659.84375000	0.00041794
659.87500000	0.00041755
659.90625000	0.00042172
659.93750000	0.00042002
659.96875000	0.00041800
660.00000000	0.00041748
660.03125000	0.00041847
660.06250000	0.00042117
660.09375000	0.00041978
660.12500000	0.00041831
660.15625000	0.00042170
660.18750000	0.00042133
660.21875000	0.00042109
660.25000000	0.00042007
660.28125000	0.00041764
660.31250000	0.00042180
660.34375000	0.00042011
660.37500000	0.00041757
660.40625000	0.00041800
660.43750000	0.00042035
660.46875000	0.00042233
660.50000000	0.00042033
660.53125000	0.00042019
660.56250000	0.00042082
660.59375000	0.00042198
660.62500000	0.00042292
660.65625000	0.00042200
660.68750000	0.00042190
660.71875000	0.00041917
660.75000000	0.00042176
660.78125000	0.00042335
660.81250000	0.00042231
660.84375000	0.00042347
660.87500000	0.00042568
660.90625000	0.00042668
660.93750000	0.00042409
660.96875000	0.00042211
661.00000000	0.00042427
661.03125000	0.00042515
661.06250000	0.00042262
661.09375000	0.00041753
661.12500000	0.00042047
661.15625000	0.00042625
661.18750000	0.00042748
661.21875000	0.00042735
661.25000000	0.00042339
661.28125000	0.00042446
661.31250000	0.00042701
661.34375000	0.00042823
661.37500000	0.00042494
661.40625000	0.00042635
661.43750000	0.00042513
661.46875000	0.00042684
661.50000000	0.00042756
661.53125000	0.00042494
661.56250000	0.00042466
661.59375000	0.00042709
661.62500000	0.00043085
661.65625000	0.00042666
661.68750000	0.00042388
661.71875000	0.00042644
661.75000000	0.00042950
661.78125000	0.00042895
661.81250000	0.00042345
661.84375000	0.00042329
661.87500000	0.00042713
661.90625000	0.00043078
661.93750000	0.00043058
661.96875000	0.00042723
662.00000000	0.00042550
662.03125000	0.00042846
662.06250000	0.00042950
662.09375000	0.00042731
662.12500000	0.00042568
662.15625000	0.00042456
662.18750000	0.00042774
662.21875000	0.00043068
662.25000000	0.00042711
662.28125000	0.00042858
662.31250000	0.00042646
662.34375000	0.00042968
662.37500000	0.00043217
662.40625000	0.00042682
662.43750000	0.00042703
662.46875000	0.00042870
662.50000000	0.00042997
662.53125000	0.00042788
662.56250000	0.00042693
662.59375000	0.00042652
662.62500000	0.00042766
662.65625000	0.00043156
662.68750000	0.00043023
662.71875000	0.00042660
662.75000000	0.00042633
662.78125000	0.00042999
662.81250000	0.00042995
662.84375000	0.00042840
662.87500000	0.00042558
662.90625000	0.00042186
662.93750000	0.00042699
662.96875000	0.00043324
663.00000000	0.00043129
663.03125000	0.00042901
663.06250000	0.00042317
663.09375000	0.00043056
663.12500000	0.00043142
663.15625000	0.00042876
663.18750000	0.00042684
663.21875000	0.00042386
663.25000000	0.00042650
663.28125000	0.00042619
663.31250000	0.00042503
663.34375000	0.00042309
663.37500000	0.00042405
663.40625000	0.00042470
663.43750000	0.00042687
663.46875000	0.00042695
663.50000000	0.00042421
663.53125000	0.00042270
663.56250000	0.00042644
663.59375000	0.00042678
663.62500000	0.00042429
663.65625000	0.00042321
663.68750000	0.00042309
663.71875000	0.00042546
663.75000000	0.00042588
663.78125000	0.00042560
663.81250000	0.00042213
663.84375000	0.00042170
663.87500000	0.00042272
663.90625000	0.00042607
663.93750000	0.00042617
663.96875000	0.00041943
664.00000000	0.00041843
664.03125000	0.00042219
664.06250000	0.00042603
664.09375000	0.00042419
664.12500000	0.00042092
664.15625000	0.00042002
664.18750000	0.00042190
664.21875000	0.00042272
664.25000000	0.00042154
664.28125000	0.00042076
664.31250000	0.00041776
664.34375000	0.00042031
664.37500000	0.00042005
664.40625000	0.00042211
664.43750000	0.00042033
664.46875000	0.00041876
664.50000000	0.00041902
664.53125000	0.00042233
664.56250000	0.00042135
664.59375000	0.00041960
664.62500000	0.00041636
664.65625000	0.00041745
664.68750000	0.00041929
664.71875000	0.00041915
664.75000000	0.00041702
664.78125000	0.00041562
664.81250000	0.00041780
664.84375000	0.00041860
664.87500000	0.00041988
664.90625000	0.00042000
664.93750000	0.00041628
664.96875000	0.00041656
665.00000000	0.00041689
665.03125000	0.00041840
665.06250000	0.00041736
665.09375000	0.00041352
665.12500000	0.00041362
665.15625000	0.00041691
665.18750000	0.00041426
665.21875000	0.00041440
665.25000000	0.00041489
665.28125000	0.00041342
665.31250000	0.00041483
665.34375000	0.00041464
665.37500000	0.00041462
665.40625000	0.00041522
665.43750000	0.00041234
665.46875000	0.00041199
665.50000000	0.00041422
665.53125000	0.00041497
665.56250000	0.00041268
665.59375000	0.00041354
665.62500000	0.00041305
665.65625000	0.00041238
665.68750000	0.00041556
665.71875000	0.00041226
665.75000000	0.00041277
665.78125000	0.00040983
665.81250000	0.00070746
665.84375000	0.00050188
665.87500000	0.00042752
665.90625000	0.00041725
665.93750000	0.00041185
665.96875000	0.00041146
